trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,image_3.started,image_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_4.started,image_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,C.started,C.stopped,C.numClicks,C.timesOn,C.timesOff,D.started,D.stopped,D.numClicks,D.timesOn,D.timesOff,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
,,,,,,,,31.79237420000004,None,space,7.399188399999957,31.79237420000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,39.20450699999992,None,space,30.114937099999906,39.20450699999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,69.36288079999986,None,space,11.036591699999917,69.36288079999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,80.46253079999997,None,space,4.472939199999928,80.46253079999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99401280000006,None,1,[3.1345172999999704],[3.134520500000008],84.99401280000006,None,0,,,-0.058333333333333334,0.09351851851851851,1,0,0,C,0.012932266666666692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99401280000006,None,88.12630119999994,None,space,3.5211047000000235,88.12630119999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.571944699999904,93.87548689999994,None,93.87548689999994,None,93.87548689999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.18952349999995,100.52183790000004,None,100.52183790000004,None,100.52183790000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013888888888888888,-0.11388888888888889,1,0,0,5.023535999999922,B,0.0023332333332746202,None,106.75323370000001,None,0,,,106.75323370000001,None,1,[5.023378399999956],[5.023381900000004],106.75323370000001,None,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,66.14105849999987,111.84215960000006,None,111.84215960000006,None,111.84215960000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.331602999999859,178.05974590000005,None,178.05974590000005,None,178.05974590000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000925925925925926,0.08796296296296297,1,0,0,5.428086099999973,A,0.0019310999998651823,None,193.4564608999999,None,1,[5.427891099999897],[5.4278942000000825],193.4564608999999,None,1,[5.023378399999956],[5.023381900000004],193.4564608999999,None,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.707883899999842,198.94739579999987,None,198.94739579999987,None,198.94739579999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,24.812889699999914,211.75428169999986,None,211.75428169999986,None,211.75428169999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1287037037037037,0.1,1,0,0,4.808961199999885,A,0.010726966666652515,None,236.65606980000007,None,2,"[5.427891099999897, 4.808759499999951]","[5.4278942000000825, 4.808762599999909]",236.65606980000007,None,1,[5.023378399999956],[5.023381900000004],236.65606980000007,None,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,45.92720149999991,241.52789600000006,None,241.52789600000006,None,241.52789600000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.155888900000036,287.5472152,None,287.5472152,None,287.5472152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15462962962962962,0.06944444444444445,1,0,0,6.760675900000024,A,0.010439566666491373,None,300.7864505,None,3,"[5.427891099999897, 4.808759499999951, 6.760499199999913]","[5.4278942000000825, 4.808762599999909, 6.760502299999871]",300.7864505,None,1,[5.023378399999956],[5.023381900000004],300.7864505,None,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.10056919999988,307.59447879999993,None,307.59447879999993,None,307.59447879999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,49.4536892000001,327.77724280000007,None,327.77724280000007,None,327.77724280000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14074074074074075,0.12222222222222222,1,0,0,1.3518214000000626,A,0.0058649999998579005,None,377.2907215,None,4,"[5.427891099999897, 4.808759499999951, 6.760499199999913, 1.3515500999999404]","[5.4278942000000825, 4.808762599999909, 6.760502299999871, 1.3515532999999778]",377.2907215,None,1,[5.023378399999956],[5.023381900000004],377.2907215,None,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,18.59989880000012,378.70302119999997,None,378.70302119999997,None,378.70302119999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,36.26810850000015,397.40273639999987,None,397.40273639999987,None,397.40273639999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13333333333333333,0.11018518518518519,1,0,0,2.8974652999997943,A,0.014151099999935468,None,433.7431073,None,5,"[5.427891099999897, 4.808759499999951, 6.760499199999913, 1.3515500999999404, 2.8972787000000153]","[5.4278942000000825, 4.808762599999909, 6.760502299999871, 1.3515532999999778, 2.8972819999999047]",433.7431073,None,1,[5.023378399999956],[5.023381900000004],433.7431073,None,,,,,,,user14,001,True,2022_Jun_02_1502,EyeTrackingStudy,2021.2.1,None,
