trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
,,,,,,,,23.438169900000048,None,space,9.264524400000028,23.438169900000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
,,,,,,,,,,,,,,32.725600400000076,None,space,13.248987899999975,32.725600400000076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
,,,,,,,,,,,,,,,,,,,,45.99182279999991,None,space,16.710788300000104,45.99182279999991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
,,,,,,,,,,,,,,,,,,,,,,,,,,62.72704419999991,None,space,3.1515163000001394,62.72704419999991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,36.446655599999985,68.00790540000003,None,68.00790540000003,None,68.00790540000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,48.95477689999984,104.53971490000004,None,104.53971490000004,None,104.53971490000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27314814814814814,0.10833333333333334,1,0,0,4.949699099999862,A,0.014659280000159924,None,153.55468070000006,None,1,[4.949764000000187],[4.94977300000005],153.55468070000006,None,0,,,153.55468070000006,None,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,44.25854890000005,158.5878350999999,None,158.5878350999999,None,158.5878350999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,153.86000349999995,202.92202640000005,None,202.92202640000005,None,202.92202640000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07037037037037037,-0.09259259259259259,1,0,0,6.0212813000002825,B,0.00401423999983308,None,356.8641883999999,None,1,[4.949764000000187],[4.94977300000005],356.8641883999999,None,1,[6.020964499999991],[6.02096789999996],356.8641883999999,None,,,,,,,user2,001,True,2022_May_04_1145,EyeTrackingStudy,2021.2.1,59.999124012858466,
