1;1;(0.4355039596557617, 0.46677863597869873);(0.42274588346481323, 0.46301761269569397);344740482;nan;nan
1;1;(0.43973079323768616, 0.4557754397392273);(0.4233958423137665, 0.4610307514667511);344748748;nan;nan
1;1;(0.4425942599773407, 0.4496583640575409);(0.42343536019325256, 0.45939695835113525);344757110;3.5471343994140625;3.5623016357421875
1;1;(0.4370393753051758, 0.457148015499115);(0.42838746309280396, 0.46885427832603455);344765405;nan;nan
1;1;(0.43765878677368164, 0.4499698281288147);(0.42785748839378357, 0.46611085534095764);344773766;nan;nan
1;1;(0.43605825304985046, 0.45844942331314087);(0.43221426010131836, 0.4649580419063568);344782106;3.5827484130859375;3.5582122802734375
1;1;(0.4367949366569519, 0.4815460443496704);(0.4309467077255249, 0.46105557680130005);344790448;nan;nan
1;1;(0.43148666620254517, 0.47645631432533264);(0.42854049801826477, 0.4561169147491455);344798745;nan;nan
1;1;(0.4228166341781616, 0.46548953652381897);(0.43075108528137207, 0.46140581369400024);344807073;3.4991607666015625;3.482269287109375
1;1;(0.42281752824783325, 0.4654964804649353);(0.4313790798187256, 0.46489423513412476);344815404;nan;nan
1;1;(0.43537572026252747, 0.45319831371307373);(0.430636465549469, 0.46942710876464844);344823779;nan;nan
1;1;(0.4360029101371765, 0.47212809324264526);(0.4284709095954895, 0.46768057346343994);344832071;3.4854583740234375;3.5399017333984375
1;1;(0.4404883086681366, 0.4481144845485687);(0.4277873635292053, 0.4678155183792114);344840408;nan;nan
1;1;(0.43836063146591187, 0.4523150622844696);(0.4271308183670044, 0.4822540879249573);344848741;nan;nan
1;1;(0.4375743269920349, 0.4490416646003723);(0.4324774742126465, 0.4660819172859192);344857162;3.39080810546875;3.2947845458984375
1;1;(0.43831372261047363, 0.45638903975486755);(0.43189674615859985, 0.4666716456413269);344865445;nan;nan
1;1;(0.44022294878959656, 0.4524149000644684);(0.43189674615859985, 0.4666716456413269);344873770;nan;nan
1;1;(0.44233837723731995, 0.46002376079559326);(0.4313042163848877, 0.469312846660614);344882064;3.3399200439453125;3.368438720703125
1;1;(0.4372943341732025, 0.4539405107498169);(0.4323158264160156, 0.47149133682250977);344890432;nan;nan
1;1;(0.435219407081604, 0.45434892177581787);(0.42787232995033264, 0.48070257902145386);344898737;nan;nan
0;1;(nan, nan);(0.4248666763305664, 0.47284558415412903);344907066;nan;3.3120880126953125
1;1;(0.4361450970172882, 0.45893409848213196);(0.4218035936355591, 0.47676965594291687);344915397;nan;nan
1;1;(0.4371793568134308, 0.4583377242088318);(0.4220045506954193, 0.44099918007850647);344923738;nan;nan
1;1;(0.4338110089302063, 0.46380215883255005);(0.421970933675766, 0.4409969747066498);344932102;3.1107025146484375;3.357818603515625
1;1;(0.43293094635009766, 0.4572725296020508);(0.4208022952079773, 0.43412724137306213);344940394;nan;nan
1;1;(0.43353283405303955, 0.45413145422935486);(0.4222118556499481, 0.443489134311676);344948759;nan;nan
1;1;(0.43459540605545044, 0.45041900873184204);(0.422100305557251, 0.44314825534820557);344957083;3.1155242919921875;3.2040557861328125
1;1;(0.4369298815727234, 0.47016483545303345);(0.4256906509399414, 0.4520742893218994);344965409;nan;nan
1;1;(0.4374814033508301, 0.45992419123649597);(0.43130117654800415, 0.4459085166454315);344973740;nan;nan
0;1;(nan, nan);(0.43112242221832275, 0.44590991735458374);344982032;nan;2.990325927734375
1;1;(0.43835926055908203, 0.4205901622772217);(0.4376079738140106, 0.4515320658683777);344990363;nan;nan
1;1;(0.43957990407943726, 0.4327104091644287);(0.43232303857803345, 0.44763365387916565);344998710;nan;nan
0;0;(nan, nan);(nan, nan);345007030;nan;nan
1;1;(0.44005441665649414, 0.43977975845336914);(0.4292638897895813, 0.4417639374732971);345015363;nan;nan
1;1;(0.4416482448577881, 0.4344733655452728);(0.42783284187316895, 0.4450857639312744);345023698;nan;nan
0;1;(nan, nan);(0.4279401898384094, 0.4450886845588684);345032029;nan;3.158172607421875
1;1;(0.4400296211242676, 0.4283200800418854);(0.4245935380458832, 0.4407440423965454);345040361;nan;nan
1;1;(0.44023746252059937, 0.4213222861289978);(0.42566776275634766, 0.4470733404159546);345048696;nan;nan
1;0;(0.4401814341545105, 0.4214174151420593);(nan, nan);345057030;3.2796630859375;nan
1;1;(0.444211483001709, 0.4321513772010803);(0.43164628744125366, 0.45380905270576477);345065458;nan;nan
1;1;(0.43927201628685, 0.4444074332714081);(0.42945051193237305, 0.45183849334716797);345073696;nan;nan
1;0;(0.4386061429977417, 0.4462585151195526);(nan, nan);345082026;2.7408905029296875;nan
1;1;(0.4225991666316986, 0.43154019117355347);(0.4134101867675781, 0.44275814294815063);345090360;nan;nan
1;1;(0.40224379301071167, 0.40690475702285767);(0.38930171728134155, 0.4148321747779846);345098731;nan;nan
1;1;(0.3977750539779663, 0.4271790385246277);(0.3896652162075043, 0.41525715589523315);345107057;2.9285125732421875;2.9817962646484375
0;1;(nan, nan);(0.36711645126342773, 0.3978101909160614);345115359;nan;nan
1;1;(0.39420515298843384, 0.42921164631843567);(0.36109381914138794, 0.4037795066833496);345123694;nan;nan
0;1;(nan, nan);(0.3610955476760864, 0.4037860929965973);345132072;nan;2.75701904296875
0;1;(nan, nan);(0.363139808177948, 0.41693639755249023);345140354;nan;nan
1;1;(0.38393673300743103, 0.43833127617836);(0.3568895757198334, 0.42456477880477905);345148733;nan;nan
1;1;(0.36895686388015747, 0.3828769326210022);(0.3568895757198334, 0.42456477880477905);345157020;2.5106048583984375;2.99871826171875
0;1;(nan, nan);(0.3555558919906616, 0.41751760244369507);345165352;nan;nan
1;1;(0.36777180433273315, 0.3784613311290741);(0.3613138198852539, 0.40709739923477173);345173770;nan;nan
1;1;(0.3789200186729431, 0.41496989130973816);(0.3613138198852539, 0.40709739923477173);345182017;2.70648193359375;2.8305206298828125
1;1;(0.38236933946609497, 0.41672104597091675);(0.35957491397857666, 0.41051745414733887);345190349;nan;nan
1;1;(0.3815266191959381, 0.41805291175842285);(0.3608495593070984, 0.40949928760528564);345198692;nan;nan
1;1;(0.38006091117858887, 0.39792609214782715);(0.36087822914123535, 0.40940865874290466);345207014;2.75042724609375;2.7364349365234375
1;1;(0.3619075119495392, 0.3843112587928772);(0.3650777339935303, 0.40890657901763916);345215347;nan;nan
1;1;(0.3642348051071167, 0.37405943870544434);(0.3639630079269409, 0.40913480520248413);345223682;nan;nan
0;1;(nan, nan);(0.36394429206848145, 0.4090820550918579);345232011;nan;2.711639404296875
1;1;(0.37859296798706055, 0.4191541075706482);(0.3608971834182739, 0.39648109674453735);345240344;nan;nan
1;1;(0.3776194751262665, 0.4149133265018463);(0.36285677552223206, 0.41308361291885376);345248679;nan;nan
1;1;(0.37425845861434937, 0.3722180724143982);(0.3629147410392761, 0.4136423170566559);345257014;3.690887451171875;3.0076904296875
1;1;(0.3741145730018616, 0.3712867498397827);(0.3588051497936249, 0.42862021923065186);345265379;nan;nan
1;1;(0.37591633200645447, 0.3868412673473358);(0.3600018620491028, 0.41016876697540283);345273681;nan;nan
0;0;(nan, nan);(nan, nan);345282100;nan;nan
1;1;(0.37637847661972046, 0.3757268786430359);(0.36114686727523804, 0.3844689726829529);345290344;nan;nan
1;1;(0.3753167986869812, 0.371122270822525);(0.3622143864631653, 0.4700619578361511);345298680;nan;nan
0;0;(nan, nan);(nan, nan);345307090;nan;nan
1;1;(0.375156044960022, 0.37983402609825134);(0.3456490933895111, 0.42992621660232544);345315344;nan;nan
1;1;(0.37891823053359985, 0.38770389556884766);(0.35099929571151733, 0.3925878703594208);345323678;nan;nan
0;0;(nan, nan);(nan, nan);345332047;nan;nan
1;1;(0.3808545470237732, 0.3935391902923584);(0.3546522855758667, 0.39847660064697266);345340341;nan;nan
1;1;(0.37197959423065186, 0.39230772852897644);(0.3552094101905823, 0.38653379678726196);345348676;nan;nan
0;0;(nan, nan);(nan, nan);345357037;nan;nan
1;1;(0.37172311544418335, 0.38385000824928284);(0.3673139214515686, 0.38531580567359924);345365338;nan;nan
1;1;(0.3754097819328308, 0.38395559787750244);(0.3658701777458191, 0.4020135998725891);345373697;nan;nan
0;0;(nan, nan);(nan, nan);345382032;nan;nan
0;0;(nan, nan);(nan, nan);345390364;nan;nan
1;1;(0.37920188903808594, 0.3778032660484314);(0.36678269505500793, 0.4005662500858307);345398695;nan;nan
0;0;(nan, nan);(nan, nan);345407009;nan;nan
1;1;(0.3767052888870239, 0.37648382782936096);(0.33988022804260254, 0.38185954093933105);345415339;nan;nan
1;1;(0.37392646074295044, 0.40157562494277954);(0.33808082342147827, 0.3876723647117615);345423684;nan;nan
0;0;(nan, nan);(nan, nan);345432004;nan;nan
1;1;(0.3707878589630127, 0.4064616560935974);(0.35093826055526733, 0.4058017432689667);345440335;nan;nan
1;1;(0.37218761444091797, 0.4015326499938965);(0.3520969748497009, 0.4077010452747345);345448691;nan;nan
0;0;(nan, nan);(nan, nan);345457005;nan;nan
1;1;(0.37801557779312134, 0.4082201421260834);(0.3571482300758362, 0.40699663758277893);345465375;nan;nan
1;1;(0.38225677609443665, 0.411840558052063);(0.36554765701293945, 0.38974353671073914);345473686;nan;nan
0;0;(nan, nan);(nan, nan);345482011;nan;nan
1;1;(0.38438618183135986, 0.3998914361000061);(0.36935678124427795, 0.3977011442184448);345490353;nan;nan
