trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,4.643927000000076,687.5303707,None,687.5303707,None,687.5303707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,2.2147342000000663,B,0.01326743999993596,None,692.2468925000001,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",692.2468925000001,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 2.214591100000007]",692.2468925000001,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00023799999985385512,B,0.008239210000056119,None,694.46319721,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.46319721,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 9.629999999560823e-05]",694.46319721,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00021289999995133257,B,0.002584409999599302,None,694.46319721,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.46319721,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 9.9800000043615e-05]",694.46319721,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00019959999985985633,B,0.014162219999889203,None,694.47958892,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.47958892,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 9.030000001075678e-05]",694.47958892,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00027829999999084976,B,0.00916171999983817,None,694.47958892,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.47958892,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 0.00012190000006739865]",694.47958892,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00021339999989322678,B,0.0038870199998655153,None,694.47958892,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.47958892,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 0.00010219999990113138]",694.47958892,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00022139999987302872,B,0.014144929999929445,None,694.49598063,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.49598063,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 9.4600000011269e-05]",694.49598063,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00028079999992769444,B,0.008617929999672924,None,694.49598063,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.49598063,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 0.00012330000004112662]",694.49598063,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11388888888888889,-0.08055555555555556,1,0,0,0.00021330000004127214,B,0.0032872299998416565,None,694.49598063,None,3,"[2.8991476999999577, 12.864287600000011, 2.1001470000001063]","[2.9156174999999394, 12.86429129999999, 2.1166334000001825]",694.49598063,None,5,"[3.354131700000039, 4.176778800000079, 2.44223199999999, 2.2260033999999678, 2.214587100000017]","[3.3541351999999733, 4.176782700000103, 2.442237699999964, 2.2427401999999574, 0.0001007999999274034]",694.49598063,None,,,,,,,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.596822,None,space,2.7854752000000644,694.596822,None,use3,001,True,2022_May_04_1316,EyeTrackingStudy,2021.2.1,60.006900793587484,
