,ImagePath,StartTime,EndTime,ImageTime
0,./snippets/Final/ArraySum(CNL).png,2.051319122314453,44.16671013832092,42.11539101600647
1,./snippets/Final/ArraySumresp(CNL).png,44.17169404029846,72.01441812515259,27.842724084854126
2,./snippets/Final/BubbleSort(WIC).png,73.28706097602844,220.67853999137878,147.39147901535034
3,./snippets/Final/BubbleSortresp(WIC).png,220.68352699279785,301.0107419490814,80.32721495628357
4,./snippets/Final/NumberCheck(WOC).png,305.2199170589447,329.5584571361542,24.338540077209473
5,./snippets/Final/NumberCheckresp(WOC).png,329.56344413757324,355.7899880409241,26.22654390335083
6,./snippets/Final/ContainsSubstring(CNL).png,357.2430601119995,372.2319710254669,14.988910913467407
7,./snippets/Final/ContainsSubstringresp(CNL).png,372.236958026886,469.36725211143494,97.13029408454895
8,./snippets/Final/Power(WIC).png,470.5221610069275,482.3684630393982,11.846302032470703
9,./snippets/Final/Powerresp(WIC).png,482.37344694137573,510.7527611255646,28.379314184188843
10,./snippets/Final/BinaryConversion(WOC).png,514.7036979198456,531.1173801422119,16.413682222366333
11,./snippets/Final/BinaryConversionresp(WOC).png,531.1213700771332,569.6641011238098,38.542731046676636
12,./snippets/Final/MultiplyMatrix(CNL).png,574.617819070816,596.7659540176392,22.14813494682312
13,./snippets/Final/MultiplyMatrixresp(CNL).png,596.7699029445648,708.1080811023712,111.3381781578064
14,./snippets/Final/PrimeNumber(WIC).png,711.0878801345825,719.6589460372925,8.571065902709961
15,./snippets/Final/PrimeNumberresp(WIC).png,719.6639330387115,781.5546569824219,61.89072394371033
