trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,image_3.started,image_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_4.started,image_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,C.started,C.stopped,C.numClicks,C.timesOn,C.timesOff,D.started,D.stopped,D.numClicks,D.timesOn,D.timesOff,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
,,,,,,,,33.34040520000008,None,space,13.396003900000096,33.34040520000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,46.77529230000005,None,space,20.01701580000008,46.77529230000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,66.84105710000017,None,space,18.655250900000055,66.84105710000017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,85.53349690000005,None,space,4.050877199999832,85.53349690000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.63879330000009,None,1,[5.761400599999888],[5.761403900000005],89.63879330000009,None,0,,,0.06759259259259259,0.12129629629629629,1,0,0,C,0.012699166666834572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.63879330000009,None,95.38046789999999,None,space,3.099819900000057,95.38046789999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.516175499999918,100.6442548,None,100.6442548,None,100.6442548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.385177699999986,127.24702120000006,None,127.24702120000006,None,127.24702120000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08055555555555556,0.09444444444444444,1,0,0,3.1679057999999714,A,0.0025769333333300892,None,142.69638670000018,None,1,[3.1676429000001463],[3.1676464000001943],142.69638670000018,None,0,,,142.69638670000018,None,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,23.336000600000034,145.92014440000003,None,145.92014440000003,None,145.92014440000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,23.364407500000198,169.33176630000003,None,169.33176630000003,None,169.33176630000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018518518518518517,-0.07407407407407407,1,0,0,12.343034100000295,B,0.0013994000005368434,None,192.7783465,None,1,[3.1676429000001463],[3.1676464000001943],192.7783465,None,1,[12.342859899999894],[12.342863500000021],192.7783465,None,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.71560210000007,205.17244559999995,None,205.17244559999995,None,205.17244559999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.866268499999933,226.9577082000003,None,226.9577082000003,None,226.9577082000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407407407407408,0.0787037037037037,1,0,0,3.2077838000000156,A,0.007695466666973516,None,253.91905389999988,None,2,"[3.1676429000001463, 3.2072134000000005]","[3.1676464000001943, 3.2072167999999692]",253.91905389999988,None,1,[12.342859899999894],[12.342863500000021],253.91905389999988,None,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,37.82543590000023,257.1824801999999,None,257.1824801999999,None,257.1824801999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.849284100000204,295.0866155000001,None,295.0866155000001,None,295.0866155000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013888888888888888,-0.08333333333333333,1,0,0,2.77257550000013,B,0.008577966666507564,None,315.0195673999999,None,2,"[3.1676429000001463, 3.2072134000000005]","[3.1676464000001943, 3.2072167999999692]",315.0195673999999,None,2,"[12.342859899999894, 2.77220589999979]","[12.342863500000021, 2.7722091999999066]",315.0195673999999,None,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,28.530793899999935,317.8850315000002,None,317.8850315000002,None,317.8850315000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user8,001,True,2022_May_19_1513,EyeTrackingStudy,2021.2.1,None,
