1;1;(0.5374946594238281, 0.5086433291435242);(0.5224250555038452, 0.52400141954422);73999936107;4.324920654296875;4.25018310546875
1;1;(0.5343221426010132, 0.4925822913646698);(0.5216318368911743, 0.514004647731781);73999944424;nan;nan
1;1;(0.5308213233947754, 0.5023351907730103);(0.5227445960044861, 0.5081660747528076);73999952762;nan;nan
1;1;(0.5328719615936279, 0.5018755197525024);(0.5238814949989319, 0.5044436454772949);73999961082;4.3418731689453125;4.33160400390625
1;1;(0.5361178517341614, 0.5053548812866211);(0.5219662189483643, 0.5035918354988098);73999969441;nan;nan
1;1;(0.5361506342887878, 0.5053476691246033);(0.5199440717697144, 0.5069156885147095);73999977755;nan;nan
1;1;(0.533058762550354, 0.5070851445198059);(0.5168142318725586, 0.5023502111434937);73999986058;4.1616668701171875;4.2682647705078125
1;1;(0.5341585874557495, 0.5091655254364014);(0.5215906500816345, 0.5141689777374268);73999994387;nan;nan
1;1;(0.5382214784622192, 0.5153136253356934);(0.5172048807144165, 0.5122125148773193);74000002747;nan;nan
1;1;(0.5382214784622192, 0.5153136253356934);(0.516974687576294, 0.5127899050712585);74000011076;4.1395416259765625;4.2534637451171875
1;1;(0.5397846698760986, 0.5118439197540283);(0.5144534707069397, 0.5111911296844482);74000019379;nan;nan
1;1;(0.5392090082168579, 0.5159350633621216);(0.5156513452529907, 0.5047770738601685);74000027791;nan;nan
1;1;(0.5340952277183533, 0.5140600800514221);(0.5158889293670654, 0.5104131102561951);74000036051;4.27130126953125;4.3561553955078125
1;1;(0.5254604816436768, 0.5082497596740723);(0.5190962553024292, 0.5165022611618042);74000044404;nan;nan
1;1;(0.5070100426673889, 0.49458587169647217);(0.4966779947280884, 0.48896482586860657);74000052757;nan;nan
1;1;(0.4801301956176758, 0.4732179045677185);(0.46400195360183716, 0.46228379011154175);74000061144;4.1493072509765625;4.2206573486328125
1;1;(0.44241097569465637, 0.44440311193466187);(0.4158207178115845, 0.4413740038871765);74000069493;nan;nan
1;1;(0.44238364696502686, 0.4444285035133362);(0.40900295972824097, 0.43556642532348633);74000077858;nan;nan
1;1;(0.4229583740234375, 0.43554195761680603);(0.3938200771808624, 0.42708203196525574);74000086164;4.008392333984375;4.1273193359375
1;1;(0.42499297857284546, 0.4586511254310608);(0.388568639755249, 0.428480863571167);74000094499;nan;nan
1;1;(0.42626437544822693, 0.45108848810195923);(0.388035386800766, 0.4317682683467865);74000102897;nan;nan
1;1;(0.4244435131549835, 0.4432314932346344);(0.39110392332077026, 0.4404812455177307);74000111193;3.9801788330078125;4.05743408203125
0;0;(nan, nan);(nan, nan);74000119522;nan;nan
1;1;(0.428333580493927, 0.4371376037597656);(0.3924192190170288, 0.4487960934638977);74000127852;nan;nan
1;1;(0.42741474509239197, 0.4369768798351288);(0.3924334943294525, 0.44879233837127686);74000136194;3.875823974609375;3.90789794921875
1;1;(0.4259057939052582, 0.43943947553634644);(0.3932234048843384, 0.4445228576660156);74000144493;nan;nan
1;1;(0.4230691194534302, 0.4447356164455414);(0.39728105068206787, 0.4405639171600342);74000152863;nan;nan
1;1;(0.4243314266204834, 0.4471867084503174);(0.3992779850959778, 0.44947314262390137);74000161145;3.76751708984375;3.8286285400390625
1;1;(0.42518728971481323, 0.4459298849105835);(0.3996221423149109, 0.44552797079086304);74000169470;nan;nan
1;1;(0.4270622730255127, 0.4428172707557678);(0.3973996639251709, 0.44910764694213867);74000177808;nan;nan
1;1;(0.4252745807170868, 0.4406874179840088);(0.3975873291492462, 0.44796210527420044);74000186125;3.647003173828125;3.701812744140625
1;1;(0.42718029022216797, 0.44419240951538086);(0.3956107199192047, 0.4487937092781067);74000194459;nan;nan
1;1;(0.42686396837234497, 0.4440287947654724);(0.39458632469177246, 0.45831483602523804);74000202838;nan;nan
1;1;(0.42913150787353516, 0.4505465030670166);(0.3945685029029846, 0.462460458278656);74000211186;3.602752685546875;3.5965118408203125
1;1;(0.42651253938674927, 0.4453687071800232);(0.3972669839859009, 0.46838831901550293);74000219453;nan;nan
1;1;(0.42624521255493164, 0.4488481879234314);(0.39445173740386963, 0.4547557830810547);74000227789;nan;nan
1;1;(0.4276748299598694, 0.45118510723114014);(0.3958510756492615, 0.458638459444046);74000236147;3.53094482421875;3.5670318603515625
1;1;(0.43273821473121643, 0.45141494274139404);(0.3974004089832306, 0.4561513066291809);74000244449;nan;nan
1;1;(0.42881596088409424, 0.46747854351997375);(0.39384809136390686, 0.4497273564338684);74000252780;nan;nan
1;1;(0.4226352572441101, 0.4631909132003784);(0.3913401663303375, 0.4468194246292114);74000261110;3.4074554443359375;3.4128265380859375
1;1;(0.4018274247646332, 0.4323773980140686);(0.3773672878742218, 0.43430620431900024);74000269439;nan;nan
1;1;(0.3998059630393982, 0.43265318870544434);(0.3670218586921692, 0.4278494119644165);74000277798;nan;nan
1;1;(0.36991482973098755, 0.40140923857688904);(0.33316174149513245, 0.3779834806919098);74000286133;3.300079345703125;3.400543212890625
1;1;(0.3559550642967224, 0.3861595392227173);(0.30912619829177856, 0.39315831661224365);74000294433;nan;nan
0;1;(nan, nan);(0.3091199994087219, 0.3932015299797058);74000302793;nan;nan
0;0;(nan, nan);(nan, nan);74000311126;nan;nan
