1;1;(0.49959588050842285, 0.45641544461250305);(0.48698556423187256, 0.4539053440093994);2781345172;3.456756591796875;3.394134521484375
1;1;(0.49894124269485474, 0.4602557420730591);(0.49049991369247437, 0.4768935739994049);2781353503;nan;nan
1;1;(0.4997652769088745, 0.46580857038497925);(0.4939075708389282, 0.47492414712905884);2781361840;nan;nan
1;1;(0.4979439675807953, 0.4614691138267517);(0.4919862747192383, 0.4753001928329468);2781370156;3.4405517578125;3.3969268798828125
1;1;(0.49897778034210205, 0.4611179530620575);(0.4925761818885803, 0.47669899463653564);2781378510;nan;nan
1;1;(0.500145673751831, 0.46847283840179443);(0.4901858866214752, 0.4794289171695709);2781386818;nan;nan
1;1;(0.4851508140563965, 0.44059574604034424);(0.47579100728034973, 0.48087233304977417);2781395197;3.3676605224609375;3.4033355712890625
1;1;(0.4513545036315918, 0.43090111017227173);(0.4500282406806946, 0.47578221559524536);2781403516;nan;nan
1;1;(0.41103118658065796, 0.4256097078323364);(0.4170897305011749, 0.4627986252307892);2781411822;nan;nan
1;1;(0.40121835470199585, 0.43455177545547485);(0.3970339298248291, 0.4605559706687927);2781420160;3.4083099365234375;3.445343017578125
1;1;(0.4028570055961609, 0.4298412501811981);(0.39308178424835205, 0.4575183391571045);2781428490;nan;nan
1;1;(0.39597365260124207, 0.4199215769767761);(0.39472639560699463, 0.45866137742996216);2781436823;nan;nan
1;1;(0.39598262310028076, 0.42000848054885864);(0.3894693851470947, 0.4548734128475189);2781445157;3.48419189453125;3.36749267578125
1;1;(0.40310224890708923, 0.4402387738227844);(0.38946157693862915, 0.4548891484737396);2781453511;nan;nan
1;1;(0.4020610451698303, 0.4460690915584564);(0.39623481035232544, 0.45835256576538086);2781461811;nan;nan
1;1;(0.40100330114364624, 0.440014123916626);(0.3955412209033966, 0.46583372354507446);2781470176;3.348907470703125;3.381256103515625
1;1;(0.4006093442440033, 0.4449733793735504);(0.39354053139686584, 0.45918557047843933);2781478470;nan;nan
1;1;(0.40454569458961487, 0.4498724937438965);(0.3940902650356293, 0.46042466163635254);2781486799;nan;nan
1;1;(0.40739572048187256, 0.4366511106491089);(0.39992380142211914, 0.45875370502471924);2781495136;3.2988739013671875;3.26788330078125
1;1;(0.406311959028244, 0.4265367388725281);(0.40462225675582886, 0.4683690667152405);2781503491;nan;nan
1;1;(0.41025418043136597, 0.4188871383666992);(0.40463000535964966, 0.4684043228626251);2781511834;nan;nan
1;1;(0.4038441777229309, 0.42397236824035645);(0.4053087830543518, 0.4526905119419098);2781520167;3.25146484375;3.25701904296875
1;1;(0.4033007025718689, 0.4256628155708313);(0.3997490406036377, 0.44278234243392944);2781528499;nan;nan
1;1;(0.4033007025718689, 0.4256628155708313);(0.40520966053009033, 0.44191789627075195);2781536834;nan;nan
1;1;(0.403972327709198, 0.42164161801338196);(0.403367280960083, 0.44829505681991577);2781545164;3.1277008056640625;3.1803436279296875
1;1;(0.39885997772216797, 0.42199814319610596);(0.40525689721107483, 0.4490031898021698);2781553464;nan;nan
1;1;(0.3983127176761627, 0.4258728325366974);(0.4030388593673706, 0.4485880732536316);2781561797;nan;nan
