trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,image_3.started,image_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_4.started,image_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,C.started,C.stopped,C.numClicks,C.timesOn,C.timesOff,D.started,D.stopped,D.numClicks,D.timesOn,D.timesOff,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.40775860000008,None,space,2.3222494000000324,16.40775860000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,18.762355599999978,None,space,0.8236056999999164,18.762355599999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,19.629577499999982,None,space,1.2284101999999848,19.629577499999982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,20.89669820000006,None,space,0.9052917000000207,20.89669820000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.86052230000007,None,1,[2.045391900000027],[2.045395600000006],21.86052230000007,None,0,,,-0.0962962962962963,0.09074074074074075,1,0,0,C,0.012653266666575291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.86052230000007,None,23.885463300000083,None,space,1.3725294000000758,23.885463300000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.581580400000007,27.500397399999997,None,27.500397399999997,None,27.500397399999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.685716100000036,31.164248600000064,None,31.164248600000064,None,31.164248600000064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0962962962962963,0.09074074074074075,1,0,0,14.031935299999986,A,0.003546433333212917,None,33.89647990000003,None,1,[14.031749800000057],[14.031753700000081],33.89647990000003,None,0,,,33.89647990000003,None,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,56.46488970000007,47.99310409999998,None,47.99310409999998,None,47.99310409999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,16.06234419999987,104.53174189999993,None,104.53174189999993,None,104.53174189999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.040740740740740744,-0.09444444444444444,1,0,0,12.09730229999991,B,0.0007739000000128726,None,120.65354710000008,None,1,[14.031749800000057],[14.031753700000081],120.65354710000008,None,1,[12.097161700000015],[12.097165700000005],120.65354710000008,None,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.405054199999995,132.80490079999993,None,132.80490079999993,None,132.80490079999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,35.24426249999988,142.30976829999997,None,142.30976829999997,None,142.30976829999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.040740740740740744,-0.09444444444444444,1,0,0,8.899216700000125,B,0.007157266666808937,None,177.6421259,None,1,[14.031749800000057],[14.031753700000081],177.6421259,None,2,"[12.097161700000015, 8.898976700000048]","[12.097165700000005, 8.898980500000107]",177.6421259,None,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,57.386559400000124,186.59943669999996,None,186.59943669999996,None,186.59943669999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,31.561736399999972,244.06446390000008,None,244.06446390000008,None,244.06446390000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05740740740740741,0.07962962962962963,1,0,0,12.587552699999833,A,0.007257866666577684,None,275.7244853000001,None,2,"[14.031749800000057, 12.587326800000028]","[14.031753700000081, 12.587330399999928]",275.7244853000001,None,2,"[12.097161700000015, 8.898976700000048]","[12.097165700000005, 8.898980500000107]",275.7244853000001,None,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,36.88650110000003,288.3715698,None,288.3715698,None,288.3715698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.824737499999856,325.3533040000001,None,325.3533040000001,None,325.3533040000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030555555555555555,0.08425925925925926,1,0,0,2.231855800000176,A,0.007915099999763697,None,346.2364802000001,None,3,"[14.031749800000057, 12.587326800000028, 2.2316582999999355]","[14.031753700000081, 12.587330399999928, 2.2316618999998354]",346.2364802000001,None,2,"[12.097161700000015, 8.898976700000048]","[12.097165700000005, 8.898980500000107]",346.2364802000001,None,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,23.99146359999986,348.52258169999993,None,348.52258169999993,None,348.52258169999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user24,001,True,2022_Jun_24_1529,EyeTrackingStudy,2021.2.1,None,
