Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
26.13004939999996,None,space,5.174278799999911,26.13004939999996,None,,,,,,,,,,,,,,,,,,,user4,001,True,2022_May_05_1232,EyeTrackingStudy,2021.2.1,None,
,,,,,,31.33516140000006,None,space,9.873253400000067,31.33516140000006,None,,,,,,,,,,,,,user4,001,True,2022_May_05_1232,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,41.23249989999999,None,space,15.703934300000128,41.23249989999999,None,,,,,,,user4,001,True,2022_May_05_1232,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,56.96783920000007,None,space,3.592537799999718,56.96783920000007,None,user4,001,True,2022_May_05_1232,EyeTrackingStudy,2021.2.1,None,
