trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.02814360000002,None,space,6.802694500000143,18.02814360000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,24.85869670000011,None,space,6.612124899999799,24.85869670000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,31.48393350000015,None,space,5.970976000000064,31.48393350000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,37.49328030000015,None,space,2.377567800000179,37.49328030000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,25.313787400000365,42.05303630000026,None,42.05303630000026,None,42.05303630000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,52.737986499999806,67.47697260000041,None,67.47697260000041,None,67.47697260000041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11481481481481481,0.1111111111111111,1,0,0,35.097189699999944,A,0.014787799999794515,None,120.28425230000039,None,1,[35.09697959999994],[35.09698290000006],120.28425230000039,None,0,,,120.28425230000039,None,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,19.446128700000372,155.44069650000029,None,155.44069650000029,None,155.44069650000029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,75.94138599999997,174.9933920000003,None,174.9933920000003,None,174.9933920000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13148148148148148,-0.1111111111111111,1,0,0,6.156088499999896,B,0.014641666666648234,None,250.99677640000027,None,1,[35.09697959999994],[35.09698290000006],250.99677640000027,None,1,[6.155836400000226],[6.155839800000194],250.99677640000027,None,,,,,,,user6,001,True,2022_May_05_1253,EyeTrackingStudy,2021.2.1,None,
