trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37592592592592594,-0.08611111111111111,1,0,0,1.2898820000118576,B,0.0086712799675297,None,91.2477782999922,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",91.2477782999922,None,1,[1.2897245999774896],[1.2897286999796052],91.2477782999922,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,3.4226385000220034,92.58577969999169,None,92.58577969999169,None,92.58577969999169,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,2.307077900011791,96.10109399998328,None,96.10109399998328,None,96.10109399998328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3212962962962963,-0.1287037037037037,1,0,0,0.8238075000117533,B,0.011907379957847297,None,98.47402729999158,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",98.47402729999158,None,2,"[1.2897245999774896, 0.823417999985395]","[1.2897286999796052, 0.8234215999837033]",98.47402729999158,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,2.0743298000015784,99.3469087999838,None,99.3469087999838,None,99.3469087999838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.42326489998959,101.49681949999649,None,101.49681949999649,None,101.49681949999649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29259259259259257,-0.10277777777777777,1,0,0,0.8897967000084464,B,0.00495025998679921,None,102.97704739999608,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",102.97704739999608,None,3,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081]",102.97704739999608,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5602031000016723,103.91962060000515,None,103.91962060000515,None,103.91962060000515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,2.361808399989968,105.56541209999705,None,105.56541209999705,None,105.56541209999705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25925925925925924,-0.09351851851851851,1,0,0,0.9915189000021201,B,0.0016946000105235726,None,108.01856019999832,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",108.01856019999832,None,4,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435]",108.01856019999832,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
