,ImagePath,StartTime,EndTime,ImageTime
0,./snippets/Final/ArraySum(WOC).png,2.050487995147705,27.737094163894653,25.68660616874695
1,./snippets/Final/ArraySumresp(WOC).png,27.740947008132935,40.594205141067505,12.85325813293457
2,./snippets/Final/BubbleSort(CNL).png,43.28897213935852,78.91649508476257,35.62752294540405
3,./snippets/Final/BubbleSortresp(CNL).png,78.92045903205872,106.46496319770813,27.544504165649414
4,./snippets/Final/NumberCheck(WIC).png,110.17826008796692,127.6916561126709,17.51339602470398
5,./snippets/Final/NumberCheckresp(WIC).png,127.69474911689758,166.56632208824158,38.871572971343994
6,./snippets/Final/ContainsSubstring(WOC).png,171.08357119560242,222.43207907676697,51.34850788116455
7,./snippets/Final/ContainsSubstringresp(WOC).png,222.4353301525116,253.83100509643555,31.39567494392395
8,./snippets/Final/Power(CNL).png,255.26468300819397,285.1948800086975,29.93019700050354
9,./snippets/Final/Powerresp(CNL).png,285.19842410087585,319.09073400497437,33.89230990409851
10,./snippets/Final/BinaryConversion(WIC).png,322.0624129772186,386.10919404029846,64.04678106307983
11,./snippets/Final/BinaryConversionresp(WIC).png,386.11294412612915,400.27562499046326,14.162680864334106
12,./snippets/Final/MultiplyMatrix(WOC).png,405.3926661014557,467.85316920280457,62.46050310134888
13,./snippets/Final/MultiplyMatrixresp(WOC).png,467.8573110103607,579.8856520652771,112.02834105491638
14,./snippets/Final/PrimeNumber(CNL).png,584.3201282024384,613.245863199234,28.925734996795654
15,./snippets/Final/PrimeNumberresp(CNL).png,613.2498471736908,619.2484931945801,5.998646020889282
