trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2598082079930464,19.364670292008668,None,19.364670292008668,None,19.364670292008668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.21982133301207796,19.693739583002753,None,19.693739583002753,None,19.693739583002753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.2963936250016559,A,0.01286175059794914,None,19.993415083008585,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.2952951250044862]",19.993415083008585,None,0,,,19.993415083008585,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.00037237499782349914,A,0.00856572890188545,None,20.293329645907214,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.00016579200746491551]",20.293329645907214,None,0,,,20.293329645907214,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.00039008300518617034,A,0.004605853901011869,None,20.293329645907214,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.0001777500001480803]",20.293329645907214,None,0,,,20.293329645907214,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.0003553749993443489,A,0.0007753129029879346,None,20.293329645907214,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.00016104200039990246]",20.293329645907214,None,0,,,20.293329645907214,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.0003532499977154657,A,0.013745541815296747,None,20.310071416807475,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.00015045799955260009]",20.310071416807475,None,0,,,20.310071416807475,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.00032524998823646456,A,0.010247666796203703,None,20.310071416807475,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.00014837499475106597]",20.310071416807475,None,0,,,20.310071416807475,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.00034258299274370074,A,0.006762124801753089,None,20.310071416807475,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.00014908300363458693]",20.310071416807475,None,0,,,20.310071416807475,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.0003236250049667433,A,0.0032715838024159893,None,20.310071416807475,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.00014895800268277526]",20.310071416807475,None,0,,,20.310071416807475,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24095238095238095,0.09142857142857143,1,0,0,0.00032637501135468483,A,0.01660372871265281,None,20.32681318770774,None,8,"[0.5690981660009129, 0.35387020799680613, 0.3035578749986598, 0.2663849999953527, 0.2843461670126999, 0.2944944590126397, 0.2283402499888325, 0.29529212501074653]","[0.5691011660092045, 0.3538730830041459, 0.3035609169892268, 0.26638787500269245, 0.2843493750115158, 0.29449733400542755, 0.22834324999712408, 0.0001438750041415915]",20.32681318770774,None,0,,,20.32681318770774,None,,,,,,,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36490945800324,None,space,0.24359904100128915,20.36490945800324,None,vcxc,001,False,2022_Apr_25_2000,EyeTrackingStudy,2021.2.3,59.94052389548449,
